artistUrl,friends,influenced_by,influenced_on,institution,movements,school,type
/en/hermann-david-salomon-corrodi,,,,/en/artists-by-art-institution/guild-of-saint-luke,"Academic Art,Romanticism",,Artists
/en/thomas-eakins,,/en/rembrandt,,"/en/artists-by-art-institution/cole-des-beaux-arts,/en/artists-by-art-institution/pennsylvania-academy,/en/artists-by-art-institution/national-academy,/en/artists-by-art-institution/art-students-league",Realism,,Artists
/en/alfred-sisley,"/en/frederic-bazille,/en/claude-monet,/en/pierre-auguste-renoir,/en/gustave-caillebotte,/en/johan-jongkind","/en/william-turner,/en/john-constable,/en/gustave-courbet,/en/camille-corot,/en/henri-rousseau,/en/thomas-gainsborough","/en/henri-matisse,/en/vincent-van-gogh,/en/claude-monet,/en/paul-gauguin,/en/gustave-caillebotte,/en/ernest-lawson",/en/artists-by-art-institution/cole-des-beaux-arts,Impressionism,,Artists
/en/ilya-repin,"/en/vasily-polenov,/en/alexandre-benois,/en/mykola-murashko","/en/alexander-ivanov,/en/rembrandt,/en/frans-hals,/en/diego-velazquez,/en/edouard-manet","/en/mykola-murashko,/en/oleksandr-murashko,/en/artists-by-art-movement/socialist-realism",/en/artists-by-art-institution/imperial-academy-of-arts-saint-petersburg-russia,Realism,/en/artists-by-painting-school/peredvizhniki-society-for-traveling-art-exhibitions,Artists
/en/harriet-backer,,,,,"Naturalism,Impressionism",,Artists
/en/eug-ne-grasset,,,,,Art Nouveau,,Artists
/en/walter-crane,,"/en/edward-burne-jones,/en/artists-by-painting-school/pre-raphaelite-brotherhood,/en/sandro-botticelli",,,"Arts and Crafts,Neo-Romanticism",,Artists
/en/wilhelm-leibl,,,,,Realism,,Artists
/en/benjamin-constant,/en/jean-leon-gerome,,,/en/artists-by-art-institution/acad-mie-des-beaux,"Romanticism,Orientalism",,Artists
/en/frank-holl,,,,/en/artists-by-art-institution/royal-academy-of,Realism,,Artists
/en/albert-maignan,,,,,"Art Nouveau,Academic Art",,Artists
/en/joseph-farquharson,,,,,Realism,,Artists
/en/cesare-biseo,,,,,,,Artists
/en/xavier-mellery,,,/en/fernand-khnopff,/en/artists-by-art-institution/acad-mie-royale-des,Symbolism,/en/artists-by-painting-school/les-xx,Artists
/en/niccolo-cannicci,,,,,"Realism,Impressionism",/en/artists-by-painting-school/macchiaioli,Artists
/en/elizabeth-thompson,,,,,"Romanticism,Social Realism",,Artists
/en/emile-galle,,,,,Art Nouveau,/en/artists-by-painting-school/cole-de-nancy,Artists
/en/giuseppe-de-nittis,"/en/telemaco-signorini,/en/raimundo-madrazo",,,,Impressionism,/en/artists-by-painting-school/macchiaioli,Artists
/en/albert-dubois-pillet,,,,,Neo-Impressionism,/en/artists-by-painting-school/soci-t-des-artistes-ind-pendants-society-of-independent-artists,Artists
/en/pierre-emmanuel-damoye,,"/en/camille-corot,/en/charles-francois-daubigny",,/en/artists-by-art-institution/cole-des-beaux-arts,Impressionism,/en/artists-by-painting-school/barbizon-school,Artists
/en/james-campbell-noble,,,,,Impressionism,,Artists
/en/mykola-yaroshenko,,,,,Realism,/en/artists-by-painting-school/peredvizhniki-society-for-traveling-art-exhibitions,Artists
/en/vladimir-makovsky,/en/mykola-murashko,,,"/en/artists-by-art-institution/imperial-academy-of-arts-saint-petersburg-russia,/en/artists-by-art-institution/moscow-school-of-painting-sculpture-and",Realism,/en/artists-by-painting-school/peredvizhniki-society-for-traveling-art-exhibitions,Artists
/en/joseph-noel-sylvestre,,,,,Academic Art,,Artists
/en/edouard-debat-ponsan,,,,,Academic Art,,Artists
/en/max-liebermann,,,,,Impressionism,/en/artists-by-painting-school/berlin-secession,Artists
/en/gabriel-ferrier,,,,"/en/artists-by-art-institution/cole-des-beaux-arts,/en/artists-by-art-institution/acad-mie-des-beaux,/en/artists-by-art-institution/acad-mie-julian","Academic Art,Romanticism",,Artists
/en/ralph-blakelock,,"/en/artists-by-painting-school/hudson-river-school,/en/artists-by-painting-school/barbizon-school",,/en/artists-by-art-institution/self-taught,"Romanticism,Tonalism",,Artists
/en/albert-pinkham-ryder,,,/en/george-ault,,"Symbolism,Tonalism",/en/artists-by-painting-school/society-of-american-artists,Artists
/en/luc-olivier-merson,,,,,"Romanticism,Symbolism",,Artists
/en/t-c-steele,,,,,Impressionism,/en/artists-by-painting-school/hoosier-group,Artists
/en/eduard-von-grutzner,,,,,Romanticism,,Artists
/en/henri-motte,,,,,Academic Art,,Artists
/en/alfred-parsons,,,,,"Naturalism,Realism",,Artists
/en/francis-davis-millet,,,,,"Academic Art,New Realism (American Realism)",,Artists
/en/antonietta-brandeis,,,,,Realism,,Artists
/en/raja-ravi-varma,,,,,Academic Art,,Artists
/en/viktor-vasnetsov,,/en/orthodox-icons,/en/oleksandr-murashko,/en/artists-by-art-institution/imperial-academy-of-arts-saint-petersburg-russia,"Romanticism,Symbolism","/en/artists-by-painting-school/peredvizhniki-society-for-traveling-art-exhibitions,/en/artists-by-painting-school/union-of-russian-artists",Artists
/en/kamal-ol-molk,,,,,Safavid and Qajar Periods (after 1600),,Artists
/en/william-henry-huddle,,,,/en/artists-by-art-institution/national-academy,Romanticism,,Artists
/en/gustave-caillebotte,"/en/pierre-auguste-renoir,/en/alfred-sisley,/en/claude-monet",/en/alfred-sisley,,/en/artists-by-art-institution/cole-des-beaux-arts,Impressionism,,Artists
/en/gustav-bauernfeind,,,,,Orientalism,,Artists
/en/william-michael-harnett,,,,,Realism,,Artists
/en/louis-comfort-tiffany,,,,/en/artists-by-art-institution/national-academy,"Aestheticism,Art Nouveau",,Artists
/en/ralph-hedley,,,,,Realism,,Artists
/en/william-williams,,,,,Rococo,,Artists
/en/thomas-gainsborough,,"/en/anthony-van-dyck,/en/jacob-van-ruisdael","/en/john-constable,/en/alfred-sisley,/en/john-singer-sargent,/en/paul-albert-besnard,/en/jacques-emile-blanche",/en/artists-by-art-institution/royal-academy-of,Rococo,/en/artists-by-painting-school/english-school,Artists
/en/jean-andre-rixens,,,,/en/artists-by-art-institution/cole-des-beaux-arts,"Academic Art,Naturalism",/en/artists-by-painting-school/cole-de-paris,Artists
/en/paul-gauguin,"/en/paul-cezanne,/en/vincent-van-gogh,/en/stanislaw-wyspianski,/en/emile-bernard,/en/meijer-de-haan,/en/charles-laval,/en/roderic-oconor,/en/ferdinand-du-puigaudeau","/en/edgar-degas,/en/camille-pissarro,/en/giotto,/en/raphael,/en/jean-auguste-dominique-ingres,/en/eugene-delacroix,/en/edouard-manet,/en/paul-cezanne,/en/alfred-sisley","/en/edvard-munch,/en/marc-chagall,/en/pablo-picasso,/en/robert-delaunay,/en/constantin-brancusi,/en/aristide-maillol,/en/vincent-van-gogh,/en/mikhail-larionov,/en/victor-palmov,/en/emily-carr,/en/vladimir-tretchikoff,/en/artists-by-art-movement/arts-and-crafts",/en/artists-by-art-institution/acad-mie-colarossi,"Symbolism,Post-Impressionism",/en/artists-by-painting-school/pont-aven-school,Artists
/en/jules-bastien-lepage,"/en/marie-bashkirtseff,/en/henry-scott-tuke","/en/hans-holbein-the-younger,/en/gustave-courbet","/en/marie-bashkirtseff,/en/jarnefelt-eero,/en/marianne-stokes,/en/walter-osborne,/en/sarah-purser,/en/william-logsdail",/en/artists-by-art-institution/cole-des-beaux-arts,"Naturalism,Realism",,Artists
/en/vasily-surikov,,,,/en/artists-by-art-institution/imperial-academy-of-arts-saint-petersburg-russia,Realism,/en/artists-by-painting-school/peredvizhniki-society-for-traveling-art-exhibitions,Artists
/en/ivan-tvorozhnikov,,,,/en/artists-by-art-institution/imperial-academy-of-arts-saint-petersburg-russia,Realism,,Artists
/en/jean-honore-fragonard,,/en/artists-by-art-movement/dutch-golden-age,"/en/pierre-auguste-renoir,/en/berthe-morisot,/en/yinka-shonibare,/en/lisa-yuskavage",/en/artists-by-art-institution/cole-des-beaux-arts,Rococo,,Artists
/en/lilla-cabot-perry,,,,,Impressionism,,Artists
/en/carl-ludwig-johann-christineck,,,,,Rococo,,Artists
/en/giovanni-domenico-tiepolo,,,,,Rococo,,Artists
/en/george-romney,,,,,Rococo,/en/artists-by-painting-school/english-school,Artists
/en/joseph-ducreux,,,,,Rococo,,Artists
/en/joseph-wright,,,/en/john-quidor,,"Neoclassicism,Romanticism",,Artists
/en/frits-thaulow,,,,,Impressionism,,Artists
/en/hubert-robert,,,,,Rococo,,Artists
/en/henry-fuseli,,,/en/theodore-gericault,/en/artists-by-art-institution/royal-academy-of,Romanticism,,Artists
/en/charles-willson-peale,,,,,Rococo,,Artists
/en/james-barry,,,,/en/artists-by-art-institution/royal-academy-of,"Neoclassicism,Romanticism",/en/artists-by-painting-school/english-school,Artists
/en/angelica-kauffman,,/en/anton-raphael-mengs,,/en/artists-by-art-institution/royal-academy-of,"Neoclassicism,Rococo",,Artists
/en/marcello-bacciarelli,,,,,Baroque,,Artists
/en/giacomo-quarenghi,,,,,Neoclassicism,,Artists
/en/david-allan,,,,,Romanticism,,Artists
/en/john-russell,,,,,Rococo,,Artists
/en/luis-paret-y-alcazar,,,,,Rococo,,Artists
/en/francisco-bayeu-y-subias,,,,,"Rococo,Neoclassicism",,Artists
/en/kogan-gengei,,,,,Edo period (1603–1867),,Artists
/en/anton-raphael-mengs,,"/en/raphael,/en/correggio,/en/titian","/en/jacques-louis-david,/en/vincenzo-camuccini,/en/benjamin-west,/en/angelica-kauffman,/en/john-flaxman,/en/gavin-hamilton",,"Neoclassicism,Baroque",,Artists
/en/benjamin-west,,"/en/nicolas-poussin,/en/anton-raphael-mengs",,"/en/artists-by-art-institution/royal-academy-of,/en/artists-by-art-institution/pennsylvania-academy","Rococo,Neoclassicism",,Artists
/en/sengai,,,,,Edo period (1603–1867),/en/artists-by-painting-school/rinzai-school,Artists
/en/joshu-shunso,,,,,,,Artists
/en/jacques-louis-david,,"/en/nicolas-poussin,/en/caravaggio,/en/annibale-carracci,/en/anton-raphael-mengs","/en/mark-ryden,/en/rembrandt-peale,/en/vincenzo-camuccini","/en/artists-by-art-institution/acad-mie-des-beaux,/en/artists-by-art-institution/cole-des-beaux-arts",Neoclassicism,,Artists
/en/anne-vallayer-coster,,,,,Rococo,,Artists
/en/christian-august-lorentzen,,,,/en/artists-by-art-institution/royal-danish-academy-of-fine-arts-copenhagen,"Neoclassicism,Romanticism",,Artists
/en/jose-campeche,,,,,Rococo,,Artists
/en/fyodor-rokotov,,,,,Rococo,,Artists
/en/kitagawa-utamaro,,,,,Edo period (1603–1867),/en/artists-by-painting-school/kitagawa-school,Artists
/en/francisco-goya,,"/en/albrecht-durer,/en/diego-velazquez","/en/pablo-picasso,/en/chaim-soutine,/en/robert-montenegro,/en/jose-clemente-orozco,/en/pierre-auguste-renoir,/en/max-klinger,/en/alfred-dehodencq,/en/russ-warren,/en/william-balthazar-rose",/en/artists-by-art-institution/real-academia-de,Romanticism,,Artists
/en/cornelis-van-noorde,,,,/en/artists-by-art-institution/guild-of-saint-luke,Baroque,/en/artists-by-painting-school/haarlem-school,Artists
/en/fyodor-alekseyev,,,,,Neoclassicism,,Artists
/en/abraham-van-strij,,,,,Neoclassicism,,Artists
/en/jacob-van-strij,,,,,Neoclassicism,,Artists
/en/ralph-earl,,,,,Rococo,,Artists
/en/louise-elisabeth-vigee-le-brun,,,,,Rococo,,Artists
/en/thomas-hardy,,,,,Baroque,,Artists
/en/john-trumbull,/en/thomas-cole,,,,Neoclassicism,,Artists
/en/vladimir-borovikovsky,,,,,"Rococo,Neoclassicism",,Artists
/en/pierre-henri-de-valenciennes,,,,,Neoclassicism,,Artists
/en/william-hamilton,,,,/en/artists-by-art-institution/royal-academy-of,Neoclassicism,,Artists
/en/john-singleton-copley,,,/en/theodore-gericault,/en/artists-by-art-institution/royal-academy-of,"Neoclassicism,Romanticism",,Artists
/en/antonio-canova,,,,,Neoclassicism,,Artists
/en/joseph-kreutzinger,,,,,Neoclassicism,,Artists
/en/jean-joseph-xavier-bidauld,,,/en/camille-corot,/en/artists-by-art-institution/acad-mie-des-beaux,Neoclassicism,,Artists
/en/carle-vernet,,,,,Neoclassicism,,Artists
/en/saverio-della-gatta,,,,,Romanticism,,Artists
/en/nicolas-antoine-taunay,,,,/en/artists-by-art-institution/cole-des-beaux-arts,Neoclassicism,,Artists
/en/katsushika-hokusai,,,/en/jan-mankes,,Edo period (1603–1867),/en/artists-by-painting-school/katsukawa-school,Artists
/en/marie-gabrielle-capet-0,,,,,Neoclassicism,,Artists
/en/lemuel-francis-abbott,,,,,Rococo,,Artists
/en/john-hoppner,,,,,Romanticism,,Artists
/en/joshua-johnson,,,,,Naïve Art (Primitivism),,Artists
/en/john-henry-twachtman,/en/theodore-robinson,,/en/ernest-lawson,"/en/artists-by-art-institution/acad-mie-julian,/en/artists-by-art-institution/akademie-der,/en/artists-by-art-institution/art-students-league",Impressionism,"/en/artists-by-painting-school/society-of-american-artists,/en/artists-by-painting-school/ten-ten-american-painters,/en/artists-by-painting-school/cos-cob-art-colony",Artists
/en/julian-falat,,,,"/en/artists-by-art-institution/jan-matejko-academy-of-fine-arts-krakow-poland,/en/artists-by-art-institution/akademie-der","Young Poland,Impressionism",/en/artists-by-painting-school/society-of-polish-artists-sztuka,Artists
/en/mestre-ata-de,,,,,Baroque,,Artists
/en/pierre-paul-prud-hon,,,,/en/artists-by-art-institution/acad-mie-des-beaux,"Neoclassicism,Romanticism",,Artists
/en/gilbert-stuart,,,,,"Rococo,Romanticism",,Artists
/en/yoon-bok-shin,,,,,Joseon Dynasty,,Artists
/en/jane-sutherland,/en/clara-southern,,,,Impressionism,/en/artists-by-painting-school/heidelberg-school,Artists
/en/louise-abbema,,/en/edouard-manet,,,Impressionism,,Artists
/en/rudolf-ernst,,,,/en/artists-by-art-institution/akademie-der-0,Orientalism,,Artists
/en/emil-carlsen,,,,,Impressionism,,Artists
/en/charles-angrand,,/en/georges-seurat,,,Neo-Impressionism,/en/artists-by-painting-school/les-xx,Artists
/en/william-blake,,,"/en/samuel-palmer,/en/paul-nash,/en/frances-macdonald-macnair",,"Romanticism,Symbolism",/en/artists-by-painting-school/english-school,Artists
/en/hippolyte-petitjean,,"/en/georges-seurat,/en/paul-signac,/en/camille-pissarro",,/en/artists-by-art-institution/cole-des-beaux-arts,"Neo-Impressionism,Post-Impressionism",,Artists
/en/william-sidney-cooper,,,,,Realism,,Artists
/en/hugo-muhlig,,,,/en/artists-by-art-institution/dresden-academy-of-fine-arts-dresden-germany,Impressionism,,Artists
/en/henry-raeburn,,,,/en/artists-by-art-institution/royal-academy-of,Romanticism,/en/artists-by-painting-school/scottish-school,Artists
/en/alfred-william-finch,/en/willy-schlobach,"/en/georges-seurat,/en/paul-signac",,/en/artists-by-art-institution/acad-mie-royale-des,"Neo-Impressionism,Modernism",/en/artists-by-painting-school/les-xx,Artists
/en/karl-edvard-diriks,,,,,Impressionism,,Artists
/en/hermann-hendrich,,,,/en/artists-by-art-institution/akademie-der-k-nste,"Romanticism,Symbolism",,Artists
/en/richard-friese,,,,,Naturalism,,Artists
/en/frederick-mccubbin,,"/en/jean-francois-millet,/en/william-turner,/en/claude-monet,/en/camille-corot",,/en/artists-by-art-institution/national-gallery-of-victoria-art-school-melbourne,Impressionism,/en/artists-by-painting-school/heidelberg-school,Artists
/en/jakub-schikaneder,,,,,"Romanticism,Realism,Symbolism",/en/artists-by-painting-school/munich-school,Artists
/en/georg-pauli,,,,,"Symbolism,Impressionism,Cubism",,Artists
/en/homer-watson,,,,,Realism,/en/artists-by-painting-school/american-barbizon-school,Artists
/en/julius-leblanc-stewart,,,,,"Academic Art,Realism,Impressionism",,Artists
/en/marianne-stokes,"/en/gustave-claude-etienne-courtois,/en/helene-schjerfbeck","/en/jules-bastien-lepage,/en/artists-by-painting-school/pre-raphaelite-brotherhood",,,"Impressionism,Art Nouveau",/en/artists-by-painting-school/skagen-painters,Artists
/en/evelyn-de-morgan,,"/en/edward-burne-jones,/en/sandro-botticelli",,,"Symbolism,Romanticism",/en/artists-by-painting-school/pre-raphaelite-brotherhood,Artists
/en/walter-gay,,,,,Realism,,Artists
/en/maurycy-gottlieb,,,,,Romanticism,,Artists
/en/john-singer-sargent,"/en/julian-alden-weir,/en/henry-tonks,/en/martin-rico,/en/frank-omeara,/en/william-logsdail","/en/tintoretto,/en/michelangelo,/en/titian,/en/diego-velazquez,/en/anthony-van-dyck,/en/thomas-gainsborough","/en/aaron-shikler,/en/pino-daeni,/en/henry-scott-tuke,/en/jacques-emile-blanche","/en/artists-by-art-institution/acad-mie-julian,/en/artists-by-art-institution/royal-academy-of,/en/artists-by-art-institution/national-academy","Realism,Impressionism",/en/artists-by-painting-school/new-english-art-club,Artists
/en/edelfelt-albert,,,,/en/artists-by-art-institution/cole-des-beaux-arts,Realism,,Artists
/en/charles-maurin,,,/en/artists-by-art-movement/new-objectivity-neue-sachlichkeit,,"Symbolism,Art Nouveau",,Artists
/en/ivan-mrkvicka,,,,"/en/artists-by-art-institution/akademie-der,/en/artists-by-art-institution/academy-of-fine-arts-avu-prague-czech-republic,/en/artists-by-art-institution/national-academy-of-arts-naa-sofia-bulgaria","Impressionism,Post-Impressionism,Realism",,Artists
/en/richard-caton-woodville-jr,,,,/en/artists-by-art-institution/kunstakademie-dusseldorf-dusseldorf-germany,Romanticism,,Artists
/en/herbert-gustave-schmalz,"/en/william-holman-hunt,/en/frederic-leighton",,,/en/artists-by-art-institution/royal-academy-of-fine-arts-antwerp-belgium,Romanticism,/en/artists-by-painting-school/pre-raphaelite-brotherhood,Artists
/en/mikhail-vrubel,"/en/mykola-murashko,/en/valentin-serov,/en/konstantin-korovin","/en/sir-lawrence-alma-tadema,/en/giovanni-bellini,/en/artists-by-art-movement/byzantine-art,/en/artists-by-art-movement/early-renaissance,/en/orthodox-icons",/en/vsevolod-maksymovych,"/en/artists-by-art-institution/imperial-academy-of-arts-saint-petersburg-russia,/en/artists-by-art-institution/stroganov-moscow-state-academy-of-arts-and",Symbolism,/en/artists-by-painting-school/mir-iskusstva-world-of-art,Artists
/en/jacek-malczewski,,,,,"Symbolism,Art Nouveau,Young Poland",/en/artists-by-painting-school/society-of-polish-artists-sztuka,Artists
/en/henri-edmond-cross,,,/en/jean-metzinger,,Neo-Impressionism,/en/artists-by-painting-school/soci-t-des-artistes-ind-pendants-society-of-independent-artists,Artists
/en/max-klinger,/en/nicola-perscheid,"/en/adolph-menzel,/en/francisco-goya","/en/giorgio-de-chirico,/en/francesca-woodman",,Symbolism,,Artists
/en/john-lavery,/en/frank-omeara,,,,Impressionism,,Artists
/en/maurice-bompard,,,,/en/artists-by-art-institution/cole-des-beaux-arts,"Orientalism,Impressionism",,Artists
/en/fernand-combes,,,,/en/artists-by-art-institution/cole-des-beaux-arts,Impressionism,,Artists
/en/giulio-rosati,,,,,"Academic Art,Orientalism",,Artists
/en/hans-andersen-brendekilde,,"/en/anna-ancher,/en/peder-severin-kroyer,/en/carl-larsson,/en/anders-zorn,/en/edvard-munch",,/en/artists-by-art-institution/royal-danish-academy-of-fine-arts-copenhagen,"Social Realism,Art Nouveau",,Artists
/en/william-barnes-wollen,,,,/en/artists-by-art-institution/ucl-slade-school-of-fine-art-university-college,Romanticism,,Artists
/en/columbano-bordalo-pinheiro,,,,,"Realism,Impressionism",,Artists
/en/charles-william-mitchell,,,,,,/en/artists-by-painting-school/pre-raphaelite-brotherhood,Artists
/en/gevorg-bashindzhagian,,,,,Realism,,Artists
/en/edward-henry-potthast,/en/thomas-couture,,,/en/artists-by-art-institution/akademie-der,Impressionism,,Artists
/en/rodolfo-amoedo,,,,"/en/artists-by-art-institution/cole-des-beaux-arts,/en/artists-by-art-institution/acad-mie-julian","Academic Art,Romanticism",,Artists
/en/hoca-ali-riza,,,,,Impressionism,,Artists
/en/giovanni-battista-torriglia,,,,,Romanticism,,Artists
/en/giovanni-segantini,,"/en/anton-mauve,/en/jean-francois-millet",,,"Symbolism,Neo-Impressionism,Social Realism",,Artists
/en/jose-malhoa,,,,,"Realism,Impressionism",,Artists
/en/tom-scott,,,,,"Realism,Impressionism",,Artists
/en/willard-metcalf,/en/frank-w-benson,,,"/en/artists-by-art-institution/acad-mie-julian,/en/artists-by-art-institution/art-students-league",Impressionism,/en/artists-by-painting-school/ten-ten-american-painters,Artists
/en/frank-dicksee,,,,,Romanticism,,Artists
/en/george-henry,,,,/en/artists-by-art-institution/royal-academy-of,Impressionism,/en/artists-by-painting-school/glasgow-school,Artists
/en/vincenzo-migliaro,,,,,"Realism,Impressionism",,Artists
/en/maurice-prendergast,,/en/childe-hassam,,,Post-Impressionism,/en/artists-by-painting-school/eight,Artists
/en/mildred-anne-butler,,,,,Impressionism,/en/artists-by-painting-school/newlyn-school,Artists
/en/marie-bashkirtseff,"/en/jules-bastien-lepage,/en/sarah-purser",/en/jules-bastien-lepage,,/en/artists-by-art-institution/acad-mie-julian,"Realism,Naturalism",,Artists
/en/fernand-khnopff,,/en/xavier-mellery,,,"Symbolism,Art Nouveau","/en/artists-by-painting-school/vienna-secession,/en/artists-by-painting-school/les-xx",Artists
/en/maximilien-luce,,,/en/leo-gausson,,Neo-Impressionism,,Artists
/en/soen-kogaku,,,,,Meiji Period (1868–1912),,Artists
/en/jan-toorop,/en/piet-mondrian,,/en/egon-schiele,/en/artists-by-art-institution/rijksakademie-van-beeldende-kunsten-amsterdam,"Symbolism,Art Nouveau,Neo-Impressionism","/en/artists-by-painting-school/tachtigers-the-eightiers,/en/artists-by-painting-school/haagse-kunstkring-the-hague-art-circle",Artists
/en/joseph-decamp,,,,/en/artists-by-art-institution/pennsylvania-academy,Impressionism,"/en/artists-by-painting-school/boston-school,/en/artists-by-painting-school/ten-ten-american-painters",Artists
/en/henrique-pousao,,,,,Realism,,Artists
/en/henry-scott-tuke,/en/jules-bastien-lepage,/en/john-singer-sargent,,/en/artists-by-art-institution/ucl-slade-school-of-fine-art-university-college,Impressionism,/en/artists-by-painting-school/newlyn-school,Artists
/en/ludovic-alleaume,,,,/en/artists-by-art-institution/cole-des-beaux-arts,"Academic Art,Impressionism,Art Nouveau",,Artists
/en/teodor-axentowicz,,,,"/en/artists-by-art-institution/akademie-der,/en/artists-by-art-institution/jan-matejko-academy-of-fine-arts-krakow-poland","Art Nouveau,Realism",,Artists
/en/anna-ancher,,,/en/hans-andersen-brendekilde,,"Impressionism,Realism,Symbolism",/en/artists-by-painting-school/skagen-painters,Artists
/en/childe-hassam,/en/edward-e-simmons,"/en/claude-monet,/en/georges-seurat,/en/james-mcneill-whistler,/en/william-turner,/en/pierre-auguste-renoir,/en/artists-by-painting-school/barbizon-school","/en/maurice-prendergast,/en/edward-hopper","/en/artists-by-art-institution/acad-mie-julian,/en/artists-by-art-institution/art-students-league",Impressionism,"/en/artists-by-painting-school/ten-ten-american-painters,/en/artists-by-painting-school/american-barbizon-school,/en/artists-by-painting-school/cos-cob-art-colony",Artists
/en/walter-osborne,,"/en/peter-paul-rubens,/en/jules-bastien-lepage,/en/berthe-morisot",,,"Impressionism,Post-Impressionism",,Artists
/en/georges-rochegrosse,,,,,"Art Nouveau,Orientalism",,Artists
/en/william-logsdail,"/en/james-mcneill-whistler,/en/john-singer-sargent","/en/jules-bastien-lepage,/en/jules-breton",,,"Impressionism,Realism,Naturalism",,Artists
/en/ettore-tito,,,,,"Realism,Symbolism,Academic Art",,Artists
/en/john-henderson,,,,,Realism,,Artists
/en/henry-herbert-la-thangue,,,,,Realism,/en/artists-by-painting-school/newlyn-school,Artists
/en/angelo-zoffoli,,,,,Romanticism,,Artists
/en/rubens-santoro,,,,,Realism,,Artists
/en/theophile-steinlen,,,,/en/artists-by-art-institution/acad-mie-colarossi,Art Nouveau,,Artists
/en/charles-amable-lenoir,,,,,Academic Art,,Artists
/en/leo-gausson,,"/en/maximilien-luce,/en/artists-by-painting-school/barbizon-school",,,"Neo-Impressionism,Post-Impressionism",,Artists
/en/paul-leroy,,,,/en/artists-by-art-institution/cole-des-beaux-arts,"Orientalism,Academic Art",,Artists
/en/james-ensor,/en/willy-schlobach,,,/en/artists-by-art-institution/acad-mie-royale-des,"Symbolism,Expressionism","/en/artists-by-painting-school/les-xx,/en/artists-by-painting-school/jeune-peinture-belge",Artists
/en/lovis-corinth,,,,,"Impressionism,Expressionism",/en/artists-by-painting-school/berlin-secession,Artists
/en/alphonse-mucha,,,/en/j-c-leyendecker,"/en/artists-by-art-institution/acad-mie-julian,/en/artists-by-art-institution/akademie-der,/en/artists-by-art-institution/acad-mie-colarossi,/en/artists-by-art-institution/pennsylvania-academy",Art Nouveau,,Artists
/en/john-peter-russell,,,,,Impressionism,,Artists
/en/adolf-hiremy-hirschl,,,,/en/artists-by-art-institution/akademie-der-0,Symbolism,,Artists
/en/marianne-von-werefkin,,,,,Expressionism,"/en/artists-by-painting-school/neue-kunstlervereinigung-munchen-munich-new-artist,/en/artists-by-painting-school/der-blaue-reiter-the-blue-rider",Artists
/en/oda-krohg,,,,,Neo-Romanticism,,Artists
/en/georges-seurat,,"/en/nicolas-poussin,/en/jean-francois-millet,/en/eugene-delacroix","/en/charles-angrand,/en/edvard-munch,/en/childe-hassam,/en/robert-delaunay,/en/hippolyte-petitjean,/en/lucien-pissarro,/en/henry-van-de-velde,/en/alfred-william-finch",/en/artists-by-art-institution/cole-des-beaux-arts,Neo-Impressionism,/en/artists-by-painting-school/soci-t-des-artistes-ind-pendants-society-of-independent-artists,Artists
/en/albert-lynch,,,,/en/artists-by-art-institution/cole-des-beaux-arts,Art Nouveau,,Artists
/en/grandma-moses,,,,/en/artists-by-art-institution/self-taught,Naïve Art (Primitivism),,Artists
/en/isaac-levitan,,,,/en/artists-by-art-institution/moscow-school-of-painting-sculpture-and,Realism,/en/artists-by-painting-school/peredvizhniki-society-for-traveling-art-exhibitions,Artists
/en/vittorio-tessari,,,,,Naturalism,,Artists
/en/vincenzo-irolli,,/en/antonio-mancini,,,Impressionism,,Artists
/en/mykola-samokysh,,,,,,,Artists
/en/anders-zorn,,,"/en/hans-andersen-brendekilde,/en/vincent-giarrano",,"Realism,Impressionism",,Artists
/en/paul-peel,,,,,Academic Art,,Artists
/en/solomon-joseph-solomon,,,,"/en/artists-by-art-institution/royal-academy-of,/en/artists-by-art-institution/akademie-der,/en/artists-by-art-institution/cole-des-beaux-arts",Academic Art,/en/artists-by-painting-school/new-english-art-club,Artists
/en/christian-wilhelm-allers,,,,,Naturalism,,Artists
/en/philip-wilson-steer,,,,,Impressionism,/en/artists-by-painting-school/new-english-art-club,Artists
/en/andres-de-santa-maria,,"/en/jean-francois-millet,/en/gustave-courbet",,/en/artists-by-art-institution/cole-des-beaux-arts,Impressionism,,Artists
/en/santiago-rusinol,,,/en/ramon-casas,,Post-Impressionism,,Artists
/en/nasreddine-dinet,/en/eugene-girardet,,,"/en/artists-by-art-institution/cole-des-beaux-arts,/en/artists-by-art-institution/acad-mie-julian",Orientalism,,Artists
/en/jacques-emile-blanche,,"/en/thomas-gainsborough,/en/edouard-manet,/en/john-singer-sargent,/en/james-tissot,/en/james-mcneill-whistler",,"/en/artists-by-art-institution/self-taught,/en/artists-by-art-institution/acad-mie-de-la","Impressionism,Post-Impressionism,Symbolism",,Artists
/en/alfredo-andersen,,,,,Impressionism,,Artists
/en/roderic-oconor,/en/paul-gauguin,/en/artists-by-art-movement/impressionism,,/en/artists-by-art-institution/royal-academy-of-fine-arts-antwerp-belgium,"Impressionism,Post-Impressionism",/en/artists-by-painting-school/pont-aven-school,Artists
/en/louis-vivin,,,,,Naïve Art (Primitivism),/en/artists-by-painting-school/painters-of-the-sacred-heart,Artists
/en/john-william-godward,,,,,Neoclassicism,,Artists
/en/danielson-gambogi-elin,,,,/en/artists-by-art-institution/acad-mie-colarossi,Realism,,Artists
